customer_id,district,age_group,current_package,monthly_data_usage_gb,youtube_usage_gb,social_usage_gb,voice_minutes,sms_usage,monthly_spend_lkr,reload_frequency,add_on_count,device_type,is_5g_supported,sim_type,router_owned,churn_risk_score,complaint_count,previous_offer_response,days_since_last_change,predicted_best_action,predicted_offer,accepted
C1508,Colombo,18-25,50GB,46.4,15.2,9.5,1065,187,4249,2,1,Basic_Phone,0,4G,1,0.96,4,Rejected,200,Upgrade_to_100GB,10GB_Bonus,0
C1509,Kurunegala,18-25,100GB,22.0,10.7,4.1,1419,480,7483,13,8,5G_Mobile,1,5G,1,0.71,1,Accepted,420,Retention_Offer,20Percent_Loyalty_Discount,1
C1510,Kurunegala,26-35,100GB,92.5,33.8,10.3,278,269,9452,14,2,5G_Mobile,1,4G,0,0.27,3,Ignored,105,Offer_Home_Router,Router_Bundle_Deal,0
C1511,Jaffna,26-35,10GB,64.4,20.2,12.4,1831,29,6199,5,8,4G_Mobile,0,4G,1,0.91,6,Ignored,139,Buy_Social_Media_Package,Social_Boost_Pack,1
C1512,Matara,18-25,20GB,30.8,17.6,8.4,1566,162,10131,25,10,5G_Mobile,1,4G,1,0.7,8,Accepted,82,Upgrade_to_50GB,5GB_Bonus,1
C1513,Jaffna,26-35,100GB,15.9,4.2,6.3,249,485,1891,21,6,Basic_Phone,0,4G,1,0.91,4,Accepted,273,Retention_Offer,20Percent_Loyalty_Discount,1
C1514,Kandy,26-35,20GB,103.3,34.4,25.9,1274,382,650,8,0,5G_Mobile,1,5G,0,0.74,6,Rejected,67,Buy_Social_Media_Package,Social_Boost_Pack,0
C1515,Jaffna,18-25,10GB,86.4,50.4,15.2,173,178,9748,21,3,4G_Mobile,0,4G,1,0.32,6,Rejected,32,Buy_Social_Media_Package,Social_Boost_Pack,1
C1516,Galle,46-60,20GB,23.1,11.0,8.4,1940,56,3036,20,6,4G_Mobile,0,5G,0,0.44,6,Rejected,454,Upgrade_to_50GB,5GB_Bonus,1
C1517,Matara,46-60,50GB,50.5,28.1,5.2,111,365,1116,14,1,Basic_Phone,0,4G,1,0.69,4,Rejected,110,Upgrade_to_100GB,10GB_Bonus,0
C1518,Galle,36-45,20GB,54.5,21.5,19.3,147,65,3955,12,10,5G_Mobile,1,5G,1,0.39,8,Accepted,28,Buy_Social_Media_Package,Social_Boost_Pack,0
C1519,Kurunegala,26-35,20GB,43.0,9.3,12.7,897,67,4030,5,5,5G_Mobile,1,4G,1,0.48,8,Rejected,203,Buy_Social_Media_Package,Social_Boost_Pack,0
C1520,Kurunegala,46-60,10GB,8.8,3.8,1.0,1252,360,7046,4,10,4G_Mobile,0,4G,1,0.37,3,Ignored,212,Upgrade_to_20GB,Data_Saver_Pack,1
C1521,Negombo,46-60,50GB,83.0,33.5,18.7,1478,129,6263,9,4,Basic_Phone,0,5G,0,0.55,3,Rejected,346,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1522,Colombo,18-25,20GB,110.9,36.3,21.9,23,267,1687,9,4,Basic_Phone,0,4G,1,0.72,5,Ignored,161,Buy_Social_Media_Package,Social_Boost_Pack,0
C1523,Kandy,26-35,10GB,108.0,59.6,28.6,1673,254,5075,9,6,5G_Mobile,1,5G,1,0.65,5,Rejected,281,Buy_Social_Media_Package,Social_Boost_Pack,0
C1524,Kandy,18-25,50GB,67.4,23.1,23.6,1589,118,7139,1,9,4G_Mobile,0,4G,0,0.52,5,Accepted,118,Buy_Social_Media_Package,Social_Unlimited_Add_On,1
C1525,Galle,36-45,50GB,2.8,1.5,1.1,1137,123,4722,5,4,Basic_Phone,0,5G,1,0.41,3,Ignored,208,No_Action,No_Offer,1
C1526,Galle,36-45,100GB,68.4,33.2,18.6,1629,366,11329,3,4,Basic_Phone,0,4G,0,0.14,6,Accepted,217,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1527,Kurunegala,46-60,20GB,90.8,41.6,14.6,902,442,9546,18,7,Basic_Phone,0,4G,1,0.66,1,Accepted,57,Buy_Social_Media_Package,Social_Boost_Pack,0
C1528,Galle,26-35,100GB,14.9,3.8,3.1,634,233,11154,19,0,Basic_Phone,0,4G,1,0.58,8,Accepted,466,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1529,Kurunegala,46-60,10GB,65.0,37.0,8.2,1889,435,4344,9,2,5G_Mobile,1,5G,1,0.74,0,Rejected,383,Upgrade_to_20GB,Data_Saver_Pack,1
C1530,Matara,26-35,10GB,43.9,11.9,7.8,1912,160,6120,8,4,5G_Mobile,1,4G,0,0.76,4,Ignored,235,Upgrade_to_20GB,Data_Saver_Pack,0
C1531,Galle,26-35,50GB,109.5,51.8,14.9,1890,54,3415,12,8,4G_Mobile,0,4G,0,0.88,0,Rejected,274,Upgrade_to_100GB,10GB_Bonus,1
C1532,Galle,18-25,20GB,52.8,25.8,15.3,974,293,11049,16,8,Basic_Phone,0,4G,0,0.93,4,Ignored,250,Buy_Social_Media_Package,Social_Boost_Pack,1
C1533,Kurunegala,36-45,50GB,31.0,9.7,9.5,1318,463,10094,2,6,4G_Mobile,0,5G,1,0.35,4,Ignored,474,No_Action,No_Offer,1
C1534,Colombo,26-35,20GB,6.8,3.7,1.2,629,201,4671,24,5,5G_Mobile,1,4G,1,0.86,8,Rejected,337,Retention_Offer,20Percent_Loyalty_Discount,0
C1535,Matara,36-45,100GB,54.5,28.2,12.8,1078,281,11913,11,0,Basic_Phone,0,4G,1,0.75,7,Accepted,43,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1536,Jaffna,26-35,100GB,32.3,8.8,4.3,663,116,9656,1,2,5G_Mobile,1,4G,0,0.55,2,Rejected,483,Upgrade_to_5G_SIM,Free_SIM_Replacement,1
C1537,Matara,26-35,20GB,51.5,16.7,14.8,955,497,6302,23,2,4G_Mobile,0,5G,0,0.98,2,Ignored,342,Buy_Social_Media_Package,Social_Boost_Pack,0
C1538,Kurunegala,46-60,10GB,53.8,26.9,15.6,1318,276,8767,4,10,4G_Mobile,0,4G,1,0.83,8,Rejected,345,Buy_Social_Media_Package,Social_Boost_Pack,1
C1539,Jaffna,36-45,100GB,26.8,14.4,6.4,1563,72,11813,22,4,Basic_Phone,0,5G,1,0.04,7,Ignored,95,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C1540,Kandy,18-25,20GB,116.0,61.3,15.0,975,108,9981,7,7,4G_Mobile,0,4G,0,0.04,4,Ignored,146,Buy_Social_Media_Package,Social_Boost_Pack,1
C1541,Negombo,46-60,100GB,62.0,24.3,12.2,1340,31,2965,21,4,4G_Mobile,0,4G,1,0.08,8,Ignored,217,No_Action,No_Offer,0
C1542,Galle,36-45,100GB,18.4,4.6,6.2,240,451,9223,24,5,Basic_Phone,0,4G,0,0.05,8,Rejected,444,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1543,Kandy,46-60,10GB,5.4,2.0,1.8,450,177,7128,2,1,Basic_Phone,0,4G,1,0.16,5,Ignored,451,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1544,Galle,26-35,10GB,62.3,27.2,22.9,1970,141,7241,5,10,4G_Mobile,0,4G,0,0.3,2,Rejected,413,Buy_Social_Media_Package,Social_Boost_Pack,0
C1545,Jaffna,46-60,20GB,41.0,23.1,13.0,844,116,6972,10,8,5G_Mobile,1,5G,1,0.74,1,Rejected,201,Buy_Social_Media_Package,Social_Boost_Pack,0
C1546,Kurunegala,46-60,50GB,70.1,29.4,12.2,802,26,543,4,2,Basic_Phone,0,4G,0,0.29,3,Accepted,398,Upgrade_to_100GB,10GB_Bonus,1
C1547,Kandy,46-60,20GB,32.3,9.6,7.3,1739,12,9579,2,4,Basic_Phone,0,5G,0,0.91,7,Rejected,468,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1548,Kurunegala,26-35,10GB,45.4,14.1,7.2,125,483,10528,11,10,4G_Mobile,0,5G,0,0.96,1,Rejected,41,Upgrade_to_20GB,Data_Saver_Pack,1
C1549,Galle,46-60,10GB,50.0,15.9,7.7,219,191,11360,11,6,5G_Mobile,1,5G,0,0.22,7,Rejected,448,Upgrade_to_20GB,Data_Saver_Pack,0
C1550,Galle,18-25,100GB,67.8,29.7,11.6,1477,397,1742,1,10,5G_Mobile,1,5G,0,0.23,4,Ignored,171,Recommend_5G_Router,10Percent_Discount,0
C1551,Colombo,18-25,100GB,7.0,3.5,1.1,1618,276,4278,20,2,5G_Mobile,1,5G,0,0.27,4,Rejected,301,Offer_Home_Router,Fibre_Broadband_Trial,0
C1552,Galle,36-45,10GB,56.5,16.2,16.5,98,277,5976,8,9,Basic_Phone,0,4G,0,0.89,7,Ignored,262,Buy_Social_Media_Package,Social_Boost_Pack,1
C1553,Jaffna,46-60,10GB,99.1,32.4,25.1,1179,303,4785,14,1,4G_Mobile,0,5G,1,0.67,1,Ignored,401,Buy_Social_Media_Package,Social_Boost_Pack,1
C1554,Kurunegala,18-25,20GB,28.6,9.2,8.0,725,468,9769,3,10,4G_Mobile,0,4G,1,0.64,6,Accepted,339,Upgrade_to_50GB,5GB_Bonus,1
C1555,Matara,46-60,20GB,50.0,25.3,8.5,1474,123,7598,14,5,5G_Mobile,1,4G,1,0.99,4,Rejected,146,Upgrade_to_50GB,5GB_Bonus,0
C1556,Colombo,18-25,10GB,77.3,43.8,16.2,1023,143,11391,25,2,Basic_Phone,0,4G,0,0.19,4,Accepted,276,Buy_Social_Media_Package,Social_Boost_Pack,0
C1557,Negombo,18-25,20GB,32.3,12.1,6.0,756,233,3172,11,10,Basic_Phone,0,5G,0,0.04,4,Rejected,357,Upgrade_to_50GB,5GB_Bonus,0
C1558,Colombo,18-25,20GB,42.4,16.4,8.5,1879,210,5254,5,7,Basic_Phone,0,5G,1,0.06,0,Ignored,62,Upgrade_to_50GB,5GB_Bonus,1
C1559,Galle,36-45,50GB,54.0,14.5,20.3,1741,383,6182,3,9,5G_Mobile,1,5G,1,0.27,3,Ignored,226,Buy_Social_Media_Package,Social_Unlimited_Add_On,0
C1560,Matara,46-60,50GB,7.0,2.3,1.4,1632,133,1133,7,5,4G_Mobile,0,4G,1,0.32,0,Ignored,188,No_Action,No_Offer,1
C1561,Colombo,18-25,50GB,78.7,16.4,24.3,68,315,5436,22,6,5G_Mobile,1,5G,0,0.23,6,Rejected,279,Buy_Social_Media_Package,Social_Unlimited_Add_On,0
C1562,Colombo,26-35,20GB,70.6,25.2,21.4,1154,397,4330,15,5,Basic_Phone,0,4G,1,0.38,2,Ignored,164,Buy_Social_Media_Package,Social_Boost_Pack,1
C1563,Jaffna,36-45,100GB,45.0,22.5,12.4,1294,132,1370,16,5,5G_Mobile,1,4G,0,0.11,3,Ignored,216,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C1564,Negombo,18-25,20GB,5.5,2.2,0.8,224,343,3888,6,3,Basic_Phone,0,5G,1,0.69,3,Ignored,372,Retention_Offer,Service_Recovery_Pack,0
C1565,Galle,46-60,100GB,2.8,0.7,0.8,1259,139,5257,14,7,5G_Mobile,1,4G,1,0.28,4,Rejected,76,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C1566,Kandy,46-60,20GB,50.9,15.3,13.1,587,498,3321,2,3,Basic_Phone,0,4G,0,0.8,7,Accepted,131,Buy_Social_Media_Package,Social_Boost_Pack,0
C1567,Kandy,18-25,50GB,47.2,20.7,14.0,1993,172,5832,9,8,5G_Mobile,1,4G,1,0.31,1,Rejected,499,Upgrade_to_100GB,10GB_Bonus,1
C1568,Kurunegala,46-60,100GB,89.5,41.8,33.9,458,47,1404,11,7,4G_Mobile,0,5G,0,0.96,6,Ignored,167,Offer_New_Phone,5G_Phone_Upgrade_Offer,1
C1569,Kurunegala,36-45,50GB,41.5,8.9,12.7,1180,105,1573,5,6,Basic_Phone,0,5G,1,0.03,6,Accepted,279,No_Action,No_Offer,0
C1570,Matara,18-25,100GB,32.0,12.0,12.0,1790,206,9720,1,6,4G_Mobile,0,4G,0,0.52,2,Rejected,397,No_Action,No_Offer,1
C1571,Negombo,46-60,100GB,89.9,49.5,29.3,263,207,5263,13,1,5G_Mobile,1,4G,1,0.64,2,Ignored,285,Upgrade_to_5G_SIM,Free_SIM_Replacement,1
C1572,Kurunegala,36-45,10GB,8.1,4.2,1.9,1664,56,1878,18,0,4G_Mobile,0,4G,0,0.6,6,Rejected,245,Retention_Offer,Service_Recovery_Pack,0
C1573,Matara,36-45,20GB,110.0,34.3,17.4,576,285,2181,12,3,4G_Mobile,0,4G,1,0.83,3,Accepted,184,Buy_Social_Media_Package,Social_Boost_Pack,0
C1574,Jaffna,36-45,50GB,56.2,27.9,14.2,951,459,5248,8,7,5G_Mobile,1,4G,0,0.72,5,Rejected,109,Upgrade_to_100GB,10GB_Bonus,0
C1575,Kandy,36-45,20GB,86.7,26.6,23.1,1060,173,3662,7,3,Basic_Phone,0,4G,0,0.43,3,Rejected,200,Buy_Social_Media_Package,Social_Boost_Pack,0
C1576,Jaffna,36-45,100GB,80.8,38.3,22.0,1548,298,7770,23,7,4G_Mobile,0,5G,1,0.34,3,Rejected,114,Offer_New_Phone,5G_Phone_Upgrade_Offer,0
C1577,Kandy,46-60,20GB,84.8,43.4,19.0,1449,356,9373,5,3,4G_Mobile,0,4G,1,0.18,5,Ignored,36,Buy_Social_Media_Package,Social_Boost_Pack,0
C1578,Kandy,26-35,50GB,24.0,8.1,8.6,358,177,5662,14,7,5G_Mobile,1,4G,1,0.3,5,Rejected,373,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C1579,Jaffna,26-35,100GB,39.7,12.6,8.7,363,485,1782,14,7,Basic_Phone,0,5G,0,0.62,0,Rejected,49,No_Action,No_Offer,0
C1580,Galle,36-45,50GB,35.0,15.8,6.1,724,129,1407,13,1,4G_Mobile,0,5G,1,0.41,4,Ignored,81,No_Action,No_Offer,1
C1581,Negombo,18-25,20GB,100.5,43.4,27.1,1465,139,2808,1,6,5G_Mobile,1,4G,0,0.37,3,Accepted,274,Buy_Social_Media_Package,Social_Boost_Pack,0
C1582,Kandy,36-45,20GB,74.9,42.8,9.6,1381,173,9338,25,4,5G_Mobile,1,4G,0,0.73,7,Rejected,153,Upgrade_to_50GB,5GB_Bonus,1
C1583,Matara,36-45,50GB,81.4,31.8,24.2,1731,420,3540,4,1,5G_Mobile,1,4G,0,0.11,5,Ignored,22,Buy_Social_Media_Package,Social_Unlimited_Add_On,1
C1584,Kandy,26-35,20GB,83.1,18.6,9.9,131,236,5070,18,4,4G_Mobile,0,4G,0,0.49,5,Rejected,135,Upgrade_to_50GB,5GB_Bonus,1
C1585,Kandy,26-35,20GB,40.3,19.2,5.9,614,197,7487,12,1,Basic_Phone,0,5G,1,0.44,5,Rejected,453,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1586,Colombo,26-35,100GB,9.6,2.1,3.1,517,343,6563,10,1,Basic_Phone,0,4G,1,0.38,3,Ignored,246,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C1587,Kurunegala,18-25,20GB,86.4,36.8,19.5,931,142,7196,4,8,4G_Mobile,0,5G,0,0.38,7,Ignored,102,Buy_Social_Media_Package,Social_Boost_Pack,0
C1588,Negombo,46-60,10GB,104.7,21.0,35.4,1924,429,4707,22,10,Basic_Phone,0,4G,1,0.74,0,Ignored,134,Buy_Social_Media_Package,Social_Boost_Pack,0
C1589,Colombo,36-45,10GB,81.6,30.5,31.9,172,37,4727,16,1,5G_Mobile,1,5G,1,0.57,0,Rejected,83,Buy_Social_Media_Package,Social_Boost_Pack,1
C1590,Kandy,26-35,10GB,100.9,43.8,35.6,764,155,4377,19,9,4G_Mobile,0,5G,0,0.51,4,Rejected,207,Buy_Social_Media_Package,Social_Boost_Pack,0
C1591,Galle,26-35,10GB,75.1,30.3,23.6,1914,216,2437,11,4,Basic_Phone,0,4G,0,0.2,6,Accepted,217,Buy_Social_Media_Package,Social_Boost_Pack,0
C1592,Colombo,36-45,50GB,40.8,20.9,5.3,1098,151,10607,16,9,5G_Mobile,1,5G,0,0.54,8,Ignored,335,Retention_Offer,Service_Recovery_Pack,1
C1593,Kandy,36-45,10GB,47.0,20.1,16.0,1415,238,2858,1,0,Basic_Phone,0,5G,1,0.82,4,Rejected,62,Buy_Social_Media_Package,Social_Boost_Pack,1
C1594,Galle,26-35,10GB,50.5,27.9,11.1,952,356,7070,10,2,Basic_Phone,0,5G,0,0.6,4,Rejected,458,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1595,Galle,18-25,10GB,56.9,12.2,17.3,1962,79,741,10,2,4G_Mobile,0,5G,0,0.95,2,Rejected,493,Buy_Social_Media_Package,Social_Boost_Pack,1
C1596,Kurunegala,36-45,10GB,88.4,22.7,27.3,1554,401,7284,11,7,5G_Mobile,1,4G,0,0.47,8,Rejected,292,Buy_Social_Media_Package,Social_Boost_Pack,1
C1597,Kurunegala,36-45,20GB,12.2,3.1,1.6,1721,258,7136,11,6,5G_Mobile,1,4G,0,0.56,6,Ignored,480,Retention_Offer,Service_Recovery_Pack,1
C1598,Kandy,46-60,50GB,51.4,20.2,8.9,1044,441,6841,20,1,Basic_Phone,0,5G,0,0.15,4,Ignored,165,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C1599,Matara,46-60,10GB,97.8,57.0,33.9,1725,232,2212,4,8,Basic_Phone,0,5G,0,0.92,2,Ignored,44,Buy_Social_Media_Package,Social_Boost_Pack,0
C1600,Jaffna,46-60,10GB,29.9,6.3,8.4,1257,171,1166,15,8,4G_Mobile,0,4G,1,0.11,6,Ignored,43,Upgrade_to_20GB,Data_Saver_Pack,1
C1601,Colombo,36-45,100GB,22.0,5.6,4.2,965,30,646,7,10,5G_Mobile,1,5G,1,0.93,8,Rejected,69,Retention_Offer,20Percent_Loyalty_Discount,1
C1602,Colombo,18-25,100GB,105.5,21.4,19.4,1083,34,5992,17,1,5G_Mobile,1,4G,0,0.35,0,Rejected,298,Offer_Home_Router,Router_Bundle_Deal,1
C1603,Kurunegala,18-25,10GB,31.8,10.8,4.1,1181,474,888,11,0,Basic_Phone,0,4G,0,0.72,1,Ignored,447,Upgrade_to_20GB,Data_Saver_Pack,0
C1604,Kandy,36-45,50GB,48.7,22.0,13.6,499,23,8370,18,5,Basic_Phone,0,4G,1,0.4,0,Accepted,190,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C1605,Kurunegala,18-25,100GB,105.7,47.5,28.4,1379,420,9182,1,3,5G_Mobile,1,4G,0,0.22,1,Accepted,187,Offer_Home_Router,Router_Bundle_Deal,0
C1606,Negombo,26-35,20GB,28.6,8.7,5.1,1000,5,7495,23,3,4G_Mobile,0,4G,1,0.1,4,Rejected,193,Upgrade_to_50GB,5GB_Bonus,1
C1607,Jaffna,46-60,100GB,68.9,14.3,9.6,681,350,11323,20,6,5G_Mobile,1,5G,1,0.92,2,Rejected,145,Retention_Offer,20Percent_Loyalty_Discount,0
C1608,Negombo,26-35,50GB,95.7,53.1,13.5,1751,413,598,7,10,5G_Mobile,1,5G,1,0.21,4,Ignored,336,Upgrade_to_100GB,10GB_Bonus,1
C1609,Matara,36-45,100GB,74.8,15.0,23.6,1838,164,5606,10,6,4G_Mobile,0,4G,1,0.57,1,Rejected,158,Offer_Voice_Pack,Unlimited_Local_Voice,0
C1610,Matara,26-35,100GB,70.1,32.6,25.2,1866,70,740,16,8,5G_Mobile,1,4G,1,0.37,0,Accepted,83,Offer_Voice_Pack,Unlimited_Local_Voice,0
C1611,Kurunegala,26-35,10GB,51.5,11.8,18.0,1536,254,7623,21,2,Basic_Phone,0,4G,1,0.84,7,Ignored,343,Buy_Social_Media_Package,Social_Boost_Pack,0
C1612,Jaffna,18-25,50GB,111.9,28.0,34.5,878,254,972,4,8,Basic_Phone,0,5G,0,0.39,4,Ignored,238,Buy_Social_Media_Package,Social_Unlimited_Add_On,1
C1613,Negombo,26-35,50GB,10.6,6.1,1.1,1021,98,2204,12,3,4G_Mobile,0,5G,0,0.51,6,Accepted,142,Retention_Offer,Service_Recovery_Pack,1
C1614,Jaffna,26-35,100GB,32.0,9.6,12.6,140,282,2045,6,8,4G_Mobile,0,5G,1,0.68,7,Rejected,76,Retention_Offer,Service_Recovery_Pack,1
C1615,Matara,36-45,20GB,8.6,4.4,2.4,394,5,1587,16,10,5G_Mobile,1,4G,0,0.66,1,Ignored,187,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C1616,Kurunegala,26-35,10GB,94.1,28.4,34.6,890,186,8778,6,7,Basic_Phone,0,5G,0,0.59,4,Rejected,411,Buy_Social_Media_Package,Social_Boost_Pack,0
C1617,Kandy,46-60,10GB,66.1,13.4,18.8,1594,213,2489,7,8,4G_Mobile,0,5G,0,0.75,2,Accepted,440,Buy_Social_Media_Package,Social_Boost_Pack,1
C1618,Matara,46-60,100GB,64.3,14.3,15.9,694,12,6195,2,9,4G_Mobile,0,4G,1,0.77,3,Accepted,401,Retention_Offer,20Percent_Loyalty_Discount,1
C1619,Kurunegala,26-35,10GB,74.4,27.5,8.7,582,93,5155,19,0,Basic_Phone,0,5G,0,0.12,8,Accepted,397,Upgrade_to_20GB,Data_Saver_Pack,1
C1620,Colombo,18-25,10GB,114.3,56.6,12.4,638,60,8092,14,9,4G_Mobile,0,5G,0,0.22,7,Ignored,492,Buy_Social_Media_Package,Social_Boost_Pack,0
C1621,Kurunegala,36-45,20GB,38.0,13.8,14.3,559,315,10736,20,0,5G_Mobile,1,4G,1,0.17,4,Rejected,353,Buy_Social_Media_Package,Social_Boost_Pack,1
C1622,Galle,26-35,50GB,83.8,31.8,23.5,1394,428,3985,15,6,Basic_Phone,0,5G,0,0.41,6,Rejected,304,Buy_Social_Media_Package,Social_Unlimited_Add_On,1
C1623,Kurunegala,26-35,10GB,43.5,24.4,14.0,661,402,7862,9,6,5G_Mobile,1,5G,0,0.58,6,Ignored,138,Buy_Social_Media_Package,Social_Boost_Pack,1
C1624,Jaffna,26-35,50GB,111.2,36.9,21.5,1876,72,11460,7,2,Basic_Phone,0,4G,0,1.0,2,Rejected,496,Buy_Social_Media_Package,Social_Unlimited_Add_On,0
C1625,Jaffna,18-25,20GB,30.9,16.4,4.5,829,47,3361,4,8,5G_Mobile,1,4G,0,0.18,2,Accepted,298,Upgrade_to_50GB,5GB_Bonus,0
C1626,Negombo,36-45,10GB,16.4,8.1,1.8,912,264,11004,6,0,4G_Mobile,0,4G,1,0.74,8,Ignored,283,Upgrade_to_20GB,Data_Saver_Pack,0
C1627,Kurunegala,18-25,20GB,20.6,7.6,8.2,252,120,10954,21,1,Basic_Phone,0,4G,0,0.16,8,Ignored,394,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1628,Kandy,26-35,100GB,3.3,1.1,0.5,860,425,2278,8,4,Basic_Phone,0,4G,0,0.88,0,Accepted,272,Retention_Offer,20Percent_Loyalty_Discount,0
C1629,Colombo,26-35,20GB,85.2,25.2,20.8,153,84,2171,7,5,4G_Mobile,0,4G,1,0.13,0,Rejected,299,Buy_Social_Media_Package,Social_Boost_Pack,1
C1630,Matara,18-25,100GB,118.2,39.8,23.5,579,0,7106,11,5,5G_Mobile,1,4G,1,0.64,7,Rejected,150,Retention_Offer,Service_Recovery_Pack,0
C1631,Colombo,18-25,10GB,85.7,50.8,33.2,1842,164,8681,6,5,5G_Mobile,1,4G,1,0.55,5,Accepted,37,Buy_Social_Media_Package,Social_Boost_Pack,0
C1632,Galle,18-25,100GB,57.4,14.8,20.9,1909,287,4057,16,8,5G_Mobile,1,5G,0,0.1,8,Accepted,481,Offer_Voice_Pack,Unlimited_Local_Voice,1
C1633,Colombo,46-60,10GB,46.9,21.4,6.5,274,58,3805,13,6,4G_Mobile,0,5G,0,0.87,7,Accepted,74,Upgrade_to_20GB,Data_Saver_Pack,0
C1634,Matara,36-45,100GB,63.0,36.6,21.8,184,498,9342,24,4,4G_Mobile,0,5G,1,0.4,2,Rejected,69,No_Action,No_Offer,0
C1635,Kurunegala,26-35,20GB,74.1,22.0,18.3,167,7,5302,15,2,4G_Mobile,0,5G,0,0.24,8,Ignored,8,Buy_Social_Media_Package,Social_Boost_Pack,1
C1636,Matara,26-35,100GB,52.9,14.6,8.4,102,110,527,21,2,4G_Mobile,0,4G,1,0.77,6,Ignored,222,Retention_Offer,20Percent_Loyalty_Discount,1
C1637,Kandy,36-45,100GB,75.0,37.1,21.0,1295,463,11913,12,2,5G_Mobile,1,4G,0,0.75,2,Accepted,440,Retention_Offer,20Percent_Loyalty_Discount,1
C1638,Matara,46-60,20GB,66.7,17.2,19.0,925,173,1929,8,3,Basic_Phone,0,5G,1,0.73,8,Rejected,186,Buy_Social_Media_Package,Social_Boost_Pack,0
C1639,Negombo,36-45,50GB,99.1,58.7,14.1,1326,214,7488,15,1,4G_Mobile,0,5G,0,0.87,2,Ignored,54,Offer_New_Phone,5G_Phone_Upgrade_Offer,0
C1640,Galle,26-35,20GB,54.9,16.5,18.8,858,208,8194,10,10,Basic_Phone,0,4G,0,0.29,6,Accepted,456,Buy_Social_Media_Package,Social_Boost_Pack,0
C1641,Colombo,36-45,100GB,105.0,46.0,24.2,1612,278,3136,18,7,5G_Mobile,1,5G,0,0.46,0,Rejected,45,Offer_Home_Router,Router_Bundle_Deal,1
C1642,Galle,18-25,100GB,88.7,24.6,9.4,574,425,5910,9,1,Basic_Phone,0,5G,1,0.46,8,Ignored,51,No_Action,No_Offer,0
C1643,Kurunegala,46-60,20GB,27.7,7.1,8.5,759,325,7344,12,0,Basic_Phone,0,4G,1,0.93,0,Rejected,310,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C1644,Kurunegala,46-60,10GB,117.1,23.8,16.9,809,382,9777,12,1,Basic_Phone,0,4G,0,0.02,1,Rejected,348,Buy_Social_Media_Package,Social_Boost_Pack,1
C1645,Kandy,26-35,20GB,110.1,49.0,41.0,1832,307,1294,1,5,5G_Mobile,1,4G,0,0.3,5,Ignored,463,Buy_Social_Media_Package,Social_Boost_Pack,0
C1646,Kandy,36-45,100GB,29.8,11.2,4.3,1741,23,11630,7,7,4G_Mobile,0,4G,0,0.71,0,Rejected,360,Retention_Offer,20Percent_Loyalty_Discount,0
C1647,Kandy,26-35,50GB,71.9,29.9,27.2,448,477,11347,15,10,Basic_Phone,0,5G,0,0.53,4,Rejected,471,Buy_Social_Media_Package,Social_Unlimited_Add_On,1
C1648,Kandy,46-60,50GB,78.2,20.4,28.5,1643,368,2102,21,3,4G_Mobile,0,4G,0,0.48,6,Ignored,274,Buy_Social_Media_Package,Social_Unlimited_Add_On,0
C1649,Kandy,36-45,50GB,16.9,8.6,3.1,204,494,1880,24,6,5G_Mobile,1,4G,0,0.87,4,Rejected,157,Retention_Offer,20Percent_Loyalty_Discount,1
C1650,Kandy,18-25,50GB,10.4,4.7,1.4,1417,2,3823,8,9,5G_Mobile,1,5G,0,0.09,5,Accepted,224,No_Action,No_Offer,0
C1651,Matara,46-60,10GB,82.9,40.6,19.0,1434,81,1349,22,7,5G_Mobile,1,5G,1,0.68,0,Accepted,275,Buy_Social_Media_Package,Social_Boost_Pack,1
C1652,Colombo,18-25,100GB,35.6,11.9,4.6,887,265,9218,18,8,Basic_Phone,0,5G,1,0.34,5,Ignored,79,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C1653,Colombo,26-35,50GB,22.9,9.0,2.5,1365,325,10370,22,10,5G_Mobile,1,5G,1,0.61,6,Ignored,477,Retention_Offer,Service_Recovery_Pack,1
C1654,Colombo,18-25,50GB,6.0,3.6,1.2,51,427,4215,22,10,5G_Mobile,1,4G,1,0.62,2,Rejected,141,Upgrade_to_5G_SIM,Free_SIM_Replacement,1
C1655,Kandy,26-35,20GB,110.4,33.9,28.0,1355,103,10395,4,6,4G_Mobile,0,5G,0,0.25,8,Rejected,313,Buy_Social_Media_Package,Social_Boost_Pack,1
